TARGET,TARGET_START,TARGET_STOP,TARGET_TEXT,SOURCE,SOURCE_START,SOURCE_STOP,SOURCE_TEXT,TYPE,AUTH,ADDED_BY,NOTE
lucan.bellum_civile,1_388,1_388,1.388 it . . . clamor ,vergil.aeneid,9_664,9_664,9.664 it clamor,4,R,,frequent phrase in negative context
lucan.bellum_civile,1_388,1_388,1.388 it . . . clamor ,vergil.aeneid,11_192,11_192,11.192 it clamor,4,R,,frequent phrase in negative context
lucan.bellum_civile,1_389,1_389,1.389 Boreas . . . Thracius ,vergil.aeneid,10_350,10_350,10.350 tris quoque Threicios Boreae,3,R,,Thrace is the home of the winds
lucan.bellum_civile,1_390,1_390,1.390 rupibus incubuit ,vergil.aeneid,1_84,1_84,1.84 incubuere mari ,2,R,,wind on cliffs = wind on sea
lucan.bellum_civile,1_391,1_391,1.391 fit sonus ,vergil.aeneid,4_443,4_443,4.443 it stridor ,3,R,,noise from forest = noise from oak tree
lucan.bellum_civile,1_393,1_393,1.393 fataque ferre ,vergil.aeneid,3_130,3_130,3.130 Prosequitur surgens a puppi ventus euntis ,2,R,,imagery from navigation
lucan.bellum_civile,1_393,1_393,1.393 fataque ferre ,vergil.aeneid,4_430,4_430,4.430 exspectet facilemque fugam ventosque ferentis,2,R,,imagery from navigation
lucan.bellum_civile,1_399,1_399,1.399-400 gurgite . . . / suo ,vergil.aeneid,9_816,9_816,9.816 suo cum gurgite flauo / accepit ,2,R,,
lucan.bellum_civile,1_403,1_403,1.403 mitis Atax Latias gaudet non ferre carinas ,vergil.aeneid,8_88,8_88,8.88 mitis ut in morem stagni placidaque paludis ,3,R,,mitis used to describe Aude and Tiber
lucan.bellum_civile,1_405,1_405,1.405 sub Herculeo sacratus nomine portus ,vergil.aeneid,6_830,6_830,6.830 aggeribus socer Alpinis atque arce Monoeci / descendens ,5,R,,source of Caesar's troops for CW
lucan.bellum_civile,1_408,1_408,1.408 tuta prohibit statione Monoeci ,vergil.aeneid,2_23,2_23,2.23 nunc tantum sinus et statio male fida carinis,3,R,,outpost of Moneoecus is kept safe = bay of Troy is no longer safe
lucan.bellum_civile,1_408,1_408,1.408 tuta prohibit statione Monoeci ,vergil.aeneid,5_127,5_127,5.127 immotaque attollitur unda / campus et apricis statio gratissima mergis ,3,R,,outpost of Moneoecus is kept safe = calm sea is shelfter for gulls
lucan.bellum_civile,1_416,1_416,1.416 fluctusque ad sidera ducat ,vergil.aeneid,1_103,1_103,1.103 fluctusque ad sidera tollit ,3,R,,literal in Lucan = hyperbolic in Virgil
lucan.bellum_civile,1_417,1_417,1.417-9 quos agitat mundi labor,vergil.aeneid,1_742,1_742,1.742-6 song of Iopas,5,R,,Lucan disowns concerns of didactic poetry
lucan.bellum_civile,1_418,1_418,1.418-419 causa . . . / . . . late ,vergil.aeneid,3_32,3_32,3.32 causas . . . latentis ,3,R,,common phrase first from Virgil
lucan.bellum_civile,1_418,1_418,1.418-419 causa . . . / . . . late ,vergil.aeneid,5_5,5_5,5.5 causa latet ,3,R,,common phrase first from Virgil
lucan.bellum_civile,1_420,1_420,1.420 litore curvo,vergil.aeneid,3_16,3_16,3.16 litore curvo,4,R,,metrical match; allied people located on curved shore
lucan.bellum_civile,1_420,1_420,1.420 litore curvo,vergil.aeneid,3_223,3_223,3.223 litore curvo,3,R,,metrical match
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco ,vergil.aeneid,1_19,1_19,1.19 progeniem . . . Troiano a sanguine ,3,R,,Avernians claim descent from Troy = Juno hears of a new Trojan race
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco,vergil.aeneid,1_550,1_550,1.550 Troiano . . . a sanguine clarus Acestes ,3,R,,Avernians claim descent from Troy = Acestes is descendent from Troy
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco,vergil.aeneid,4_230,4_230,4.230 sanguine Teucri,3,R,,Avernians claim descent from Troy = Mercury tells Aeneas to found a Teucrian race
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco,vergil.aeneid,5_45,5_45,5.45 genus alto a sanguine diuum ,3,R,,Avernians claim descent from Troy = Aeneas addresses his troops
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco,vergil.aeneid,6_500,6_500,6.500 genus alto a sanguine Tecuri ,3,R,,Avernians claim descent from Troy = Aeneas addresses Deiphobus
lucan.bellum_civile,1_428,1_428,1.428 sanguine ad Iliaco ,vergil.aeneid,11_394,11_394,11.394 Iliaco . . . / sanguine ,3,R,,Avernians claim descent from Troy = Turnus describes the Tiber full of Ilian blood
lucan.bellum_civile,1_432,1_432,1.432 stridentes . . . tubae ,vergil.aeneid,12_590,12_590,12.590 magnis . . . acuunt stridoribus iras ,2,R,,
lucan.bellum_civile,1_433,1_433,1.433-4 raptum . . . / . . . fert ,vergil.aeneid,11_751,11_751,11.751 uolans alte raptum . . . Fulua draconem / fert aquila,3,R,,eagle sntaching snake
lucan.bellum_civile,1_444,1_444,1.444 placatur sanguine,vergil.aeneid,2_116,2_116,2.116 sanguine placastis ,3,R,,human sacrifice
lucan.bellum_civile,1_447,1_447,1.447 belloque peremptas ,vergil.aeneid,11_110,11_110,11.110 martis sorte peremptis,3,R,,phrase for killed in battle
lucan.bellum_civile,1_450,1_450,1.450-1 moremque sinistrum / sacorum ,vergil.aeneid,3_408,3_408,3.408 morem sacrorum,3,R,,Druids have rituals and customs as Helenus tells Aeneas to have
lucan.bellum_civile,1_450,1_450,1.450-1 moremque sinistrum / sacorum ,vergil.aeneid,11_347,11_347,11.347 moresque sinistros,4,R,,"Druids have ""sinister"" customs as Turnus does"
lucan.bellum_civile,1_450,1_450,1.450-1 moremque sinistrum / sacorum ,vergil.aeneid,12_836,12_836,12.836 morem . . . sacrorum ,3,R,,Druids have rituals and customs as Aeneas will blend rituals and customs with Latins
lucan.bellum_civile,1_453,1_453,1.453 nemora alta,vergil.aeneid,12_929,12_929,12.929 nemora alta,2,R,,Virgilian phrase
lucan.bellum_civile,1_456,1_456,regit idem spiritus artus orbe alio,vergil.aeneid,6_751,6_751,rursus et incipiant in corpora velle reverti,3,R,,
lucan.bellum_civile,1_454,1_454,vobis auctoribus umbrae non tacitas erebi sedes ditisque profundi pallida regna petunt,vergil.aeneid,8_243,8_243,non secus ac siqua penitus vi terra dehiscens infernas reseretsedes et regna recludat pallida dis invisa superque immane barathrum cernatur trepident inmisso lumine manes,5,R,,
lucan.bellum_civile,1_455,1_455,1.455-6 Ditisque / . . . pallida regna ,vergil.aeneid,6_269,6_269,6.269 ditis . . . regna ,3,R,,description of Dis
lucan.bellum_civile,1_456,1_456,1.456 regit idem spiritus artus ,vergil.aeneid,6_726,6_726,6.726 spiritus . . . artus ,4,R,,Druids don't believe in Dis as Romans do
lucan.bellum_civile,1_457,1_457,1.457 orbe alio ,vergil.aeneid,6_745,6_745,6.745 perfecto temporis orbe ,4,R,,Druids don't believe in Dis as Romans do
lucan.bellum_civile,1_460,1_460,1.460-1 ruendi / in ferrum mens ,vergil.aeneid,8_648,8_648,8.648 in ferrum . . . ruebant ,4,R,,common phrase; Lucan's Gauls have freedom so they fight = sons of Aeneas fight on shield
lucan.bellum_civile,1_468,1_468,1.468 uicinaque moenia conplet,vergil.aeneid,9_39,9_39,9.39 moenia complent ,3,R,,Caesar fills walls as he takes cities = Teucrians fill walls to defend cities
lucan.bellum_civile,1_469,1_469,1.469-71 fama . . . / . . . / . . . nuntia ,vergil.aeneid,9_474,9_474,9.474 nuntia Fama ,3,R,,reports made by Fama
lucan.bellum_civile,1_471,1_471,1.471 uelox . . . nuntia ,vergil.aeneid,11_139,11_139,11.139 Fama volans tanti praenuntia luctus ,3,R,,description of fama
lucan.bellum_civile,1_472,1_472,1.472 innumeras soluit falsa in praeconia linguas ,vergil.aeneid,4_189,4_189,4.189 haec tum multiplici populos sermone replebat / gaudens et pariter facta atque infecta canebat,4,R,,description of fama
lucan.bellum_civile,1_477,1_477,1.477 aquilas conlataque signa ,vergil.aeneid,11_517,11_517,11.517 conlatis . . . signis ,2,R,,technical military term
lucan.bellum_civile,1_479,1_479,1.479 nec qualem meminere uident ,vergil.aeneid,2_274,2_274,2.300 ei mihi qualis erat quantum mutatus ab illo / Hectore qui redit exuuias indutus Achilli,3,R,,
lucan.bellum_civile,1_483,1_483,1.483 pone sequi ,vergil.aeneid,10_226,10_226,10.226 pone sequens ,2,R,,
lucan.bellum_civile,1_491,1_491,Incerti quo quemque fugae tulit impetus urgent praecipitem populum,vergil.aeneid,2_796,2_796,Atque hic ingentem comitum adfluxisse novorum,4,R,,Roman senate flees vs. Aeneas' leadership
lucan.bellum_civile,1_492,1_492,1.492-3 praecipitem populum serieque haerentia longa / agmina,vergil.aeneid,2_766,2_766,2.766-7 pueri et pauidae longo ordine matres / stant circum ,2,R,,
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem ,vergil.aeneid,4_666,4_666,4.666 fama per urbem ,3,R,,common phrase used in a negative context
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem,vergil.aeneid,8_554,8_554,8.554 volgata per urbem ,3,R,,common phrase used in a negative context
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem,vergil.aeneid,8_665,8_665,8.665 sacra per urbem ,3,R,,common phrase used in a negative context
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem,vergil.aeneid,9_473,9_473,9.473 pennata per urbem ,3,R,,common phrase used in a negative context
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem,vergil.aeneid,12_608,12_608,12.608 fama per urbem ,3,R,,common phrase used in a negative context
lucan.bellum_civile,1_496,1_496,1.496-7 velut unica rebus / spes foret adflictos patrios excedere muros,vergil.aeneid,2_354,2_354,2.354 una salus victis nullam sperare salutem,4,R,,Lucan's Romans flee with same hope as Aeneas and the Trojans
lucan.bellum_civile,1_499,1_499,1.499-501 Auster / . . . aequor/ / . . . fluctus,vergil.aeneid,1_82,1_82,1.82-6 venti . . . / / . . . mari . . . // . . . fluctus,3,R,,type scene (shipwreck) that extends further in Aen.
lucan.bellum_civile,1_499,1_499,1.499 immensum . . . aequor ,vergil.aeneid,6_355,6_355,6.355 immensa . . .aequora ,3,R,,Virgilian phrase
lucan.bellum_civile,1_501,1_501,1.501 desilit in fluctus deserta puppe magister ,vergil.aeneid,1_114,1_114,1.114-16 ingens a uertice pontus / in puppim ferit: excutitur pronusque magister / uoluitur in caput,3,R,,ship of state metaphor = Aeneas' shipwreck
lucan.bellum_civile,1_502,1_502,1.502 nondum sparsa conpage carinae ,vergil.aeneid,1_122,1_122,1.122 laxis lacterum compagibus omnes accipiunt inimicum imbrem rimisque fatiscunt ,3,R,,ship of state metaphor = Aeneas' shipwreck
lucan.bellum_civile,1_503,1_503,1.503 urbe relicta ,vergil.aeneid,9_8,9_8,9.8 urbe . . . relicta ,3,R,,Romans leave city just as Aeneas did
lucan.bellum_civile,1_504,1_504,nullum iam languidus aevo evaluit revocare parens coniunxve maritum fletibus aut patrii dubiae dum vota salutis conciperent tenuere lares,vergil.aeneid,2_583,2_583,namque etsi nullum memorabile nomen feminea in poena est nec habet victoria laudem extinxisse nefas tamen et sumpsisse merentis laudabor poenas animumque explesse iuvabit ultricis flammae et cineres satiasse meorum talia iactabam et furiata mente ferebar] cum mihi se non ante oculis tam clara videndam obtulit et pura per noctem in luce refulsit alma parens confessa deam qualisque videri caelicolis et quanta solet dextraque prehensum continuit roseoque haec insuper addidit ore,2,R,,
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_635,2_635,2.635 genitor quem tollere in altos / optabam primum montis primumque petebam,5,R,,Romans are unlike Aeneas and his family
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_651,2_651,2.651-3 nos contra effusi lacrimis coniunxque Creusa / Ascaniusque omnisque fomus ne uertere secum / cunta pater fatoque urgenti incumbere uellet,5,R,,Romans are unlike Aeneas and his family
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_657,2_657,2.657-70 mene efferre pedem genitor te posse relicto / sperasti tantumque nefas patrio excidit ore,5,R,,Romans are unlike Aeneas and his family
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_673,2_673,2.673-8 ecce autem complexa pedes in limine coniunx / haerebat paruumque patri tenebat Iulum / si periturus abis et nos rape in omnia tecum; / sin aliquam expertus sumpis spem ponis in armis / hanc primum tutare domum. Cui paruus Iulus / cui pater et coniunx quondam tua dicta relinquor,5,R,,cries of wife in Lucan = cries of Creusa in Virgil
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_707,2_707,"age, care pater, cervici imponere nostrae",5,R,,Romans are unlike Aeneas and his family
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,2_747,2_747,Ascanium Anchisenque patrem Teucrosque Penatis,5,R,,Romans are unlike Aeneas and his family
lucan.bellum_civile,1_504,1_504,1.504-7 nullum . . . eualuit reuocare parens coniunxue maritum / . . . Aut patrii . . . / . . . Lares,vergil.aeneid,3_11,3_11,3.11 feror exsul in altum / cum sociis natoque peatibus et magnis dis ,5,R,,"people abandon Rome with no concern for family or gods, unlinke Aeneas, who is characterized by this concern"
lucan.bellum_civile,1_504,1_504,1.504 nullum ,vergil.aeneid,11_160,11_160,11.160 contra ego uiuendo uici mea fata superstes / restarem ut genitor ,1,R,,
lucan.bellum_civile,1_505,1_505,1.505 eualuit reuocare ,vergil.aeneid,7_757,7_757,7.757 eualuit neque eum iuuere in uulnera cantus ,2,R,,
lucan.bellum_civile,1_507,1_507,1.507-8 nec limine quisquam haesit ,vergil.aeneid,2_673,2_673,2.673 ecce autem complexa pedes in limine coniunx / haerebat ,5,R,,no one lingers at their threshold (all abandon Rome at outset of war) vs. Creusa and Aeneas who do
lucan.bellum_civile,1_514,1_514,1.514 urbem liquere ,vergil.aeneid,10_168,10_168,10.168 urbem liquere ,3,R,,Romans abandon city as youth from Cosae abandon their city to help Aeneas
lucan.bellum_civile,1_515,1_515,1.515 externis . . . In oris ,vergil.aeneid,7_270,7_270,7.270 externis . . . oris ,3,R,,Roman soldier beseiged on foreign shores = men (Trojans) come to Latium from foreign shores
lucan.bellum_civile,1_518,1_518,1.518 intra tentoria ,vergil.aeneid,1_7,1_7,1.7 altae moenia Romae ,3,R,,tents of civil war vs. high walls of Rome
lucan.bellum_civile,1_519,1_519,1.519 audito bellorum nomine ,vergil.aeneid,12_697,12_697,12.697 at pater Aeneas audito nomine Turni / deserit et muros et summas deserit arces ,4,R,,"Romans desert upon hearing the word ""war"" = Aeneas charges into battle upon hearing the name ""Turnus"""
lucan.bellum_civile,1_520,1_520,1.520 nox una tuis non credita muris ,vergil.aeneid,2_360,2_360,2.360-2 nox atra cauca circumuolant umbra. / quis cladem illius noctis quis funera fando / explicet aut possit lacrimis aequare labores? / urbs antiqua ruit multos dominata per annos,5,R,,Romans leave at signs of war unlike the Trojans who make a final stand
lucan.bellum_civile,1_524,1_524,1.524-5 superi . . . / prodigiis terras inplerunt ,vergil.aeneid,10_101,10_101,10.101-3 deum alta silescit / et tremefacta solo tellus silet arduus aether / tum Zephyri posuere premit placida aequora pontus ,3,R,,tripartite division of the world
lucan.bellum_civile,1_526,1_526,1.526 obscurae . . . noctes ,vergil.aeneid,4_461,4_461,4.461 nox . . . obscura ,3,R,,dark night holds ill omens for Rome as it does for Dido
lucan.bellum_civile,1_526,1_526,1.526 ignota . . . sidera,vergil.aeneid,8_681,8_681,8.861 Iulium sidus,1,R,,
lucan.bellum_civile,1_527,1_527,1.527 ardentemque polum,vergil.aeneid,2_251,2_251,2.251 terramque polumque ,2,R,,similar use of polum as sky
lucan.bellum_civile,1_530,1_530,1.530 fallaci . . . sereno ,vergil.aeneid,5_850,5_850,5.850 fallacibus / . . . sereni ,3,R,,lightning in a deceptively clear sky as Palinarus says he has been deceived by a clear sky
lucan.bellum_civile,1_530,1_530,1.530-1 sereno / . . . aere ,vergil.aeneid,9_630,9_630,9.630 caeli . . . serena ,3,R,,lightning without thunder as a bad omen
lucan.bellum_civile,1_540,1_540,1.540 medio . . . Olympo,vergil.aeneid,10_216,10_216,10.216 medium . . . Olympum ,3,R,,term for middle of the sky
lucan.bellum_civile,1_541,1_541,1.541 atra caligine,vergil.aeneid,9_36,9_36,9.36 caligine . . . atra ,3,R,,frequent combination
lucan.bellum_civile,1_541,1_541,1.541 condidit ardentis atra caligine currus ,vergil.aeneid,11_187,11_187,11.187 atris conditur . . . caligine ,3,R,,Titan veils the earth in darkness as the pyres veil the earth in darkness
lucan.bellum_civile,1_541,1_541,atra caligine,vergil.aeneid,11_876,11_876,caligine turbidus atra,3,R,,Titan veils the earth in darkness as Trojans cause a dark cloud when attacking Rutulians after the death of Camilla
lucan.bellum_civile,1_542,1_542,1.542 inuoluitque orbem ,vergil.aeneid,3_198,3_198,3.198 inuoluere diem nimbi ,3,R,,darkness veils day/earth
lucan.bellum_civile,1_548,1_548,1.548-9 saeui / latrauere canes ,vergil.aeneid,5_257,5_257,5.257 saeuitque canum latratus in auras,4,R,,description of Scylla's barking (though in Lucan the bark is now a whine)
lucan.bellum_civile,1_549,1_549,1.549-50 Vestali raptus ad ara / ignis ,vergil.aeneid,2_296,2_296,2.296-7 Vestamque potentem aeternumque adytus effert penetralibus ignem,5,R,,inversion of the preservation of Vesta's fire in the flight from Troy
lucan.bellum_civile,1_556,1_556,1.556 urbisque laborem ,vergil.aeneid,2_284,2_284,2.284 post uarios hominumque urbisque labores / defessi aspicimus ,4,R,,pain and distress of city
lucan.bellum_civile,1_557,1_557,1.557 testatos sudore Lares ,vergil.aeneid,2_171,2_171,2.171-4 nec dubiis ea signa dedit Tritonia monstris. / uix positum castris simulacrum: arsere coruscae / luminibus flammae arrectis salsusque per artus / sudor iit,3,R,,physical reactions of cult images to bad things
lucan.bellum_civile,1_558,1_558,1.558 dirasque diem foedasse uolucres ,vergil.aeneid,3_262,3_262,2.262 sive deae seu sint dirae obscenaeque volucres,3,R,,
lucan.bellum_civile,1_558,1_558,1.558 dirasque diem foedasse uolucres ,vergil.aeneid,8_235,8_235,8.235 dirarum . . . uolucrum ,2,R,,birds are commonly dirae
lucan.bellum_civile,1_559,1_559,1.559-60 posuisse cubilia Roma ,vergil.aeneid,6_274,6_274,6.274 posuere cubilia Curae ,3,R,,wild animals make their lairs in Rome as Grief and Concern do in the underworld
lucan.bellum_civile,1_565,1_565,1.565 Bellona ,vergil.aeneid,8_700,8_700,8.700-4 saeuit medio in certamine Mauros / caelatus ferro tristesque ex aethere Diare / et scissa gaudens uadit Discordia palla / quam sum sanguineo sequitur Bellona flagello ,4,R,,Lucan borrows appearance of Bellona from Virgil
lucan.bellum_civile,1_572,1_572,1.572 urbem cingebat ,vergil.aeneid,11_475,11_475,11.475 varia cinxere corona ,2,R,,military term for seige
lucan.bellum_civile,1_573,1_573,1.573-4 excutiens . . . / stridentisque comas ,vergil.aeneid,12_6,12_6,12.6 gaudetque comantis / excutiens ceruice toros ,3,R,,Fury shaking its hair = lion shaking its mane
lucan.bellum_civile,1_574,1_574,1.574-7 Agauen / . . . Lycurgi / . . . / . . . Alcides,vergil.aeneid,4_469,4_469,4.469-73 Pentheus / . . . / . . . Agamemnonius . . . Orestes ,3,R,,story of Agave
lucan.bellum_civile,1_576,1_576,1.576 Eumenis ,vergil.aeneid,4_469,4_469,4.469 Eumenidum ueluti demens uidet agmina Pentheus ,3,R,,Fury hurting Rome is like Agave as Dido is like a Fury
lucan.bellum_civile,1_576,1_576,1.576 iussu Iunonis iniquae ,vergil.aeneid,8_292,8_292,8.292-4 ut duros mille labores / rege sub Eurystheo fatis Iunonis iniquae / pertulerit ,4,R,,references to Hercules being maddened by servants of Juno
lucan.bellum_civile,1_581,1_581,1.581 tristia . . . cecinere oracula ,vergil.aeneid,2_114,2_114,2.114 f. suspensi Eurypylum sciatum oracula Phoebi / mittimus isque adytis haec tristia dicta reportat ,5,R,,ghost of Sulla makes sad prophecies as Eurypylus brings back sad oracles from Phoebus
lucan.bellum_civile,1_582,1_582,1.582 gelidas Anienis . . . Undas,vergil.aeneid,7_683,7_683,7.683 gelidumque Anienem . . . rivis ,3,R,,Anio river is cold
lucan.bellum_civile,1_584,1_584,1.584-8 haec propter placuit Tuscos de more uetusto / acciri uates. Quorum qui maximus aeuo / Arruns incoluit desertae moenia Lucae / fulminis edoctus motus uenasque calentis / fibrarum et montitus errantus in aere pinnae ,vergil.aeneid,3_359,3_359,3.359-61 Troiugena interpres divum qui numina Phoebi / qui tripoda ac Clarii laurus. / qui sidera sentis / et volucrum linguas et praepetis omina pinnae,3,R,,three-fold expertise of seers
lucan.bellum_civile,1_584,1_584,1.584-8 haec propter placuit Tuscos de more uetusto / acciri uates. Quorum qui maximus aeuo / Arruns incoluit desertae moenia Lucae / fulminis edoctus motus uenasque calentis / fibrarum et montitus errantus in aere pinnae ,vergil.aeneid,10_175,10_175,10.175-7 tertius ille hominum diuumque interpres Asilas / cui pecudumfibrae caeli cui sidera parent / et linguae uolucrum et pragesagi fulminis ignes ,3,R,,three-fold expertise of seers
lucan.bellum_civile,1_585,1_585,1.585 maximus aeuo ,vergil.aeneid,11_237,11_237,11.237 maximus aeuo ,3,R,,Arruns is oldest as Latinus (in council)
lucan.bellum_civile,1_586,1_586,1.586 Aruns,vergil.aeneid,11_759,11_759,11.759 Arruns,3,R,,character of Arruns in both (Etruscan name)
lucan.bellum_civile,1_587,1_587,1.587-8 uenasque calentis / fibrarum ,vergil.aeneid,10_176,10_176,10.176 fibrae caeli ,3,R,,description of haruspicy
lucan.bellum_civile,1_589,1_589,1.589-90 monstra . . . quae . . . / protulerat natura ,vergil.aeneid,9_120,9_120,9.120 mirabile monstrum,3,R,,deformed children are ill omens as dophins are good omens
lucan.bellum_civile,1_591,1_591,1.591 infaustis urere flammis ,vergil.aeneid,2_37,2_37,2.37 praecipitare iubent subiectisque urere flammis ,3,R,,burn deformed children as ill omens as Capys would have had them burn the Trojan Horse
lucan.bellum_civile,1_591,1_591,1.591 infaustis urere flammis ,vergil.aeneid,5_635,5_635,5.635 infaustas exurite puppis ,3,R,,burn deformed children as ill omens as the women burn the Trojan ships
lucan.bellum_civile,1_592,1_592,1.592 ciuibus urbem ,vergil.aeneid,5_631,5_631,5.631 ciuibus urbem,2,R,,
lucan.bellum_civile,1_592,1_592,1.592 ciuibus urbem ,vergil.aeneid,8_571,8_571,8.571 ciuibus urbem ,2,R,,
lucan.bellum_civile,1_595,1_595,1.595 sacri quibus est permissa potestas ,vergil.aeneid,9_97,9_97,9.97 cui tanta deo permissa potestas ,3,R,,permission granted to priests as Jupiter asks who could save Aeneas
lucan.bellum_civile,1_596,1_596,1.596 ritu . . . succincta Gabino ,vergil.aeneid,7_612,7_612,7.612 cinctuque Gabino ,2,R,,description of the Gabine toga style
lucan.bellum_civile,1_598,1_598,1.598 Troianam . . . Mineruam ,vergil.aeneid,2_163,2_163,2.163 Palladis auxiliis semper stetit ,2,R,,palladium of Athena
lucan.bellum_civile,1_598,1_598,1.598 cui fas uidisse ,vergil.aeneid,6_266,6_266,6.266 sit mihi fas audita loqui ,3,R,,permission for mortals to see/hear/speak of the dive
lucan.bellum_civile,1_599,1_599,1.599 fata deum ,vergil.aeneid,2_54,2_54,2.54 fata deum ,2,R,,utterances of the gods/destiny
lucan.bellum_civile,1_599,1_599,1.599 fata deum ,vergil.aeneid,3_375,3_375,3.375 fata deum,2,R,,utterances of the gods/destiny
lucan.bellum_civile,1_599,1_599,1.599 fata deum ,vergil.aeneid,6_376,6_376,6.376 fata deum ,2,R,,utterances of the gods/destiny
lucan.bellum_civile,1_599,1_599,1.599 fata deum ,vergil.aeneid,7_239,7_239,7.239 fata deum,2,R,,utterances of the gods/destiny
lucan.bellum_civile,1_599,1_599,1.599 fata deum,vergil.aeneid,7_584,7_584,7.584 fata deum,2,R,,utterances of the gods/destiny
lucan.bellum_civile,1_606,1_606,1.606-7 Arruns dispersos fulminis ignes / colligit et . . . condit ,vergil.aeneid,10_177,10_177,10.177 fulminis ignes ,4,R,,description of sacrifices
lucan.bellum_civile,1_607,1_607,1.607 maesto cum murmure ,vergil.aeneid,1_55,1_55,1.55 magno cum murmure ,3,R,,Arruns hides ashes from thunderbolt in the earth while murmurring = winds hidden in the murmurring mountain
lucan.bellum_civile,1_607,1_607,1.607 maesto cum murmure ,vergil.aeneid,1_245,1_245,1.245 uasto cum murmure ,3,R,,Arruns hides ashes from the thunderbold in the earth while murmurring = river Timavus coming out of mountain with a great murmur
lucan.bellum_civile,1_608,1_608,1.608 sacris . . . admouet aris,vergil.aeneid,12_171,12_171,12.171 admouitque pecus flagrantibus aris ,3,R,,admoveo + dat. is technical term for bringing a victim to the altar
lucan.bellum_civile,1_609,1_609,1.609 fundere Bacchum ,vergil.aeneid,5_77,5_77,5.77 hic duo rite mero libans carchesia Baccho / fundit humit ,2,R,,using Bacchus' name as vine in libation
lucan.bellum_civile,1_616,1_616,1.616 palluit attonitus sacris feralibus Arruns ,vergil.aeneid,4_462,4_462,4.462 solaque culminibus ferali carmine bubo ,4,R,,Arruns terrified by sacrifice = Dido terrified by screech of an owl
lucan.bellum_civile,1_622,1_622,1.622-3 pulmonis anheli / fibra latet ,vergil.aeneid,6_48,6_48,6.48 pectus anhelum ,3,R,,description of lung in sacrifice = Sibyl's breath as she gives an oracle
lucan.bellum_civile,1_632,1_632,1.632 nec enim ,vergil.aeneid,6_28,6_28,6.28 sed enim ,2,R,,
lucan.bellum_civile,1_632,1_632,1.632 nec enim ,vergil.aeneid,8_84,8_84,8.84 tibi enim ,2,R,,
lucan.bellum_civile,1_632,1_632,1.632 nec enim ,vergil.aeneid,10_874,10_874,10.874 agnovit enim ,2,R,,
lucan.bellum_civile,1_634,1_634,1.634 inferni . . . dei ,vergil.aeneid,6_106,6_106,6.106 inferni ianua ,2,R,,
lucan.bellum_civile,1_635,1_635,1.635 di uisa secundent ,vergil.aeneid,3_36,3_36,3.36 rite secundarent uisus omenque leurent ,5,R,,Arruns asks the gods to be favorable as Polydorus asks Aeneas
lucan.bellum_civile,1_635,1_635,1.635 di uisa secundent ,vergil.aeneid,7_259,7_259,7.259 di nostra . . . secundent ,4,R,,Arruns asks that the gods make favorable the ill fate he has foreseen as Aeneas asks that the gods make favorable his undertakings
lucan.bellum_civile,1_637,1_637,1.637-8 flexa . . . / . . . multaque . . . ambage,vergil.aeneid,6_99,6_99,6.99 horrendas canit ambages ,4,R,,Arruns' concealment of signs = Sibyl's concealment of future
lucan.bellum_civile,1_639,1_639,1.639 at Figulus ,vergil.aeneid,4_1,4_1,4.1 at regina ,2,R,,begins new section of narrative
lucan.bellum_civile,1_639,1_639,1.639 at Figulus ,vergil.aeneid,4_296,4_296,4.296 at regina ,2,R,,begins new section of narrative
lucan.bellum_civile,1_639,1_639,1.639 at Figulus ,vergil.aeneid,4_393,4_393,4.393 at pius Aeneas ,2,R,,begins new section of narrative
lucan.bellum_civile,1_639,1_639,1.639 at Figulus ,vergil.aeneid,4_504,4_504,4.504 at regina ,2,R,,begins new section of narrative
lucan.bellum_civile,1_647,1_647,1.647 segetes tellus infida negabit ,vergil.aeneid,3_142,3_142,3.142 uictum seges aegra negabat ,3,R,,description of drought
